profil_adi,kayit_ay,tarif_sayisi,takipci,takip,sehir,eslesen_sehir
elifkaragoz_4600,5.0,23.0,16.0,0.0,kahramanmaraş,Kahramanmaraş
guldamak,61.0,370.0,868.0,3.0,van,Van
akbasgillerden,73.0,6.0,5.0,7.0,amasya,Amasya
asime acun,114.0,415.0,2965.0,3.0,di̇yarbakir,Diyarbakır
Sedef_Gulakman,108.0,124.0,584.0,3.0,mani̇sa,Manisa
lezzetharci,60.0,266.0,891.0,21.0,ankara,Ankara
dakydu,93.0,117.0,474.0,64.0,i̇stanbul,İstanbul
Nur_Yilmaz3,144.0,105.0,106.0,15.0,ankara,Ankara
lezzetsepetim345,64.0,146.0,946.0,16.0,i̇stanbul,İstanbul
nytuser_cicekkara_6761,22.0,7.0,9.0,0.0,hatay,Hatay
nytuser_banuersan_3331,24.0,342.0,247.0,9.0,i̇zmi̇r,İzmir
goog_63fe31f8af6b,31.0,202.0,79.0,7.0,i̇stanbul,İstanbul
y3m3k-askina,119.0,415.0,2692.0,46.0,şanliurfa,Şanlıurfa
fatmaturung,5.0,122.0,138.0,1.0,kocaeli̇,Kocaeli
buseelifeser,110.0,78.0,63.0,8.0,i̇stanbul,İstanbul
Goncagul15,23.0,11.0,4.0,1.0,burdur,Burdur
_betulbilecen_4392,27.0,10.0,7.0,10.0,kayseri̇,Kayseri
ozgeninelindenhersey-3882,46.0,28.0,25.0,2.0,i̇stanbul,İstanbul
Fecraa,28.0,21.0,12.0,10.0,muş,Muş
Yeter_Ates2,148.0,471.0,843.0,3.0,i̇zmi̇r,İzmir
chefofthehome,84.0,40.0,70.0,27.0,gazi̇antep,Gaziantep
Yildiz_Sener2,114.0,101.0,76.0,14.0,trabzon,Trabzon
Erbug1453,49.0,1.0,5.0,28.0,ankara,Ankara
Gizem_Yasar3,92.0,642.0,2580.0,98.0,teki̇rdağ,Tekirdağ
turcaninan,153.0,773.0,1280.0,64.0,çanakkale,Çanakkale
Mine_Bulut11,54.0,87.0,61.0,6.0,sakarya,Sakarya
gulce_home9112,9.0,123.0,157.0,5.0,balikesi̇r,Balıkesir
birleziztarif,9.0,35.0,47.0,3.0,i̇stanbul,İstanbul
darsin_atay9932,39.0,18.0,14.0,4.0,mardi̇n,Mardin
pervinecem,61.0,31.0,35.0,10.0,mersi̇n,Mersin
nytuser_nursendogan_6772,28.0,263.0,1382.0,5.0,gazi̇antep,Gaziantep
hanife-arslan-0301,45.0,197.0,308.0,119.0,i̇stanbul,İstanbul
Esin_Korpe,118.0,85.0,197.0,57.0,ankara,Ankara
araf_eminegezer_3266,14.0,5.0,4.0,0.0,adiyaman,Adıyaman
Elif_Otrar,112.0,14.0,20.0,8.0,eski̇şehi̇r,Eskişehir
busrayavuz94,102.0,70.0,81.0,0.0,ankara,Ankara
Sengul_Demir13,67.0,9.0,17.0,11.0,malatya,Malatya
saadetmutfagi,53.0,375.0,727.0,69.0,i̇zmi̇r,İzmir
aaleynabal,91.0,21.0,169.0,87.0,i̇zmi̇r,İzmir
gulsenem_mutfagi04,16.0,46.0,20.0,0.0,ankara,Ankara
serife-blog,61.0,73.0,336.0,3.0,konya,Konya
ZeynepKlcoglu,16.0,26.0,32.0,2.0,trabzon,Trabzon
Nazli_Yildirim4,131.0,67.0,66.0,21.0,i̇zmi̇r,İzmir
eefme,61.0,232.0,180.0,7.0,i̇stanbul,İstanbul
nytuser_elifbayrak_5561,18.0,12.0,1.0,0.0,samsun,Samsun
uzumlukekim_13,19.0,4.0,3.0,1.0,balikesi̇r,Balıkesir
isranaa,112.0,17.0,85.0,32.0,i̇stanbul,İstanbul
gulumse_,85.0,109.0,116.0,41.0,eski̇şehi̇r,Eskişehir
lezzeti_parem,21.0,56.0,135.0,0.0,ri̇ze,Rize
betyavie,22.0,6.0,1.0,1.0,kastamonu,Kastamonu
Aysenur_Kurucay,102.0,497.0,3235.0,11.0,erzi̇ncan,Erzincan
Fulya_EfeOzusaglam,115.0,76.0,94.0,54.0,adana,Adana
Ipek_PacaciOzcelik,138.0,103.0,141.0,35.0,i̇stanbul,İstanbul
EmineBltl_Yildirim,68.0,98.0,154.0,17.0,kütahya,Kütahya
nytuser_yaseminyakici_7091,26.0,24.0,16.0,0.0,afyon,Afyon
Simge_Kecici,76.0,3.0,2.0,1.0,çanakkale,Çanakkale
hacer-9640,45.0,9.0,10.0,11.0,elaziğ,Elazığ
goog_b875c517d972,40.0,343.0,319.0,10.0,i̇stanbul,İstanbul
hilalcelik07,68.0,60.0,53.0,5.0,antalya,Antalya
APPLE_000877.dc84482cb67e4f61970848f20fbb12db.0754,47.0,126.0,174.0,6.0,i̇stanbul,İstanbul
esraakkan,51.0,33.0,583.0,3217.0,kütahya,Kütahya
SeyMa_KaYa28,100.0,46.0,70.0,10.0,balikesi̇r,Balıkesir
nytuser_yasoeco_7617,26.0,2.0,1.0,0.0,adana,Adana
SuPerisininMutfagi,43.0,159.0,486.0,2.0,i̇stanbul,İstanbul
nytuser_gulbaharbilen_1970,26.0,35.0,45.0,14.0,mersi̇n,Mersin
seherblms_6307,26.0,82.0,83.0,6.0,şanliurfa,Şanlıurfa
hanifesmsk,62.0,157.0,151.0,16.0,samsun,Samsun
handanmiray,90.0,14.0,37.0,1.0,i̇stanbul,İstanbul
nytuser_zeynepsavan_6345,28.0,16.0,28.0,3.0,malatya,Malatya
semraikiz9461,98.0,5.0,5.0,0.0,i̇zmi̇r,İzmir
Ayten_InciAslan,127.0,64.0,88.0,1.0,i̇zmi̇r,İzmir
DuyguSarigul,112.0,117.0,153.0,18.0,i̇stanbul,İstanbul
Zemzem_Macit,121.0,1516.0,7754.0,1.0,kocaeli̇,Kocaeli
haticennc,27.0,1.0,10.0,8.0,ni̇ğde,Niğde
sedaogretmen,119.0,20.0,35.0,0.0,kastamonu,Kastamonu
selverbyz,78.0,115.0,96.0,37.0,hatay,Hatay
Asli_Bicakcioglu,114.0,86.0,83.0,105.0,bursa,Bursa
YusufEmre_Deniz,115.0,1065.0,704.0,6.0,batman,Batman
mertinmutfagi,29.0,12.0,7.0,1.0,i̇stanbul,İstanbul
esmaramazan,113.0,95.0,1503.0,19.0,i̇stanbul,İstanbul
Sema_Kozan3,73.0,831.0,2622.0,887.0,ankara,Ankara
Cazimu,52.0,150.0,174.0,16.0,mardi̇n,Mardin
fadimeer,73.0,8.0,19.0,2.0,ankara,Ankara
arzuaksakal7,37.0,92.0,1499.0,7.0,kahramanmaraş,Kahramanmaraş
beyzamelistunc,53.0,9.0,4.0,0.0,elaziğ,Elazığ
sevdabideci,31.0,7.0,10.0,1.0,i̇stanbul,İstanbul
ayaz-g-zl-m,114.0,56.0,66.0,21.0,çanakkale,Çanakkale
sozumkendime,73.0,81.0,90.0,2.0,i̇stanbul,İstanbul
haticedemircan_7973,33.0,169.0,292.0,12.0,adana,Adana
Leyla_AkculCincik,112.0,308.0,434.0,5.0,mersi̇n,Mersin
bizimmuttfakk,32.0,84.0,92.0,1.0,antalya,Antalya
Busra_Sezer,133.0,1.0,1.0,9.0,şanliurfa,Şanlıurfa
ayse-kilic-1807,52.0,6.0,13.0,21.0,i̇zmi̇r,İzmir
ygmrgms,61.0,55.0,64.0,12.0,i̇stanbul,İstanbul
egemenannesi,93.0,42.0,104.0,9.0,i̇zmi̇r,İzmir
19941997gr,103.0,33.0,87.0,103.0,van,Van
cancalay,125.0,10.0,11.0,4.0,çorum,Çorum
goog_1046568ea902,43.0,195.0,1101.0,4562.0,aksaray,Aksaray
goog_7f8dcfb6beb4,46.0,41.0,47.0,56.0,i̇stanbul,İstanbul
kuzeymurat,109.0,28.0,48.0,2.0,ankara,Ankara
Blny_Bzkyn,49.0,83.0,152.0,9.0,ankara,Ankara
semihakkas,88.0,415.0,951.0,29.0,i̇stanbul,İstanbul
Busra_Bas16,66.0,219.0,433.0,152.0,antalya,Antalya
nurcinakar,44.0,205.0,435.0,16.0,bursa,Bursa
goog_5ae1440b33c6,38.0,12.0,34.0,12.0,şanliurfa,Şanlıurfa
ballitatifler,37.0,6.0,21.0,23.0,gazi̇antep,Gaziantep
busragulerrr,116.0,326.0,8527.0,7.0,gazi̇antep,Gaziantep
Gozde_Yener,125.0,67.0,112.0,24.0,bursa,Bursa
miyasss,109.0,31.0,24.0,23.0,ankara,Ankara
pinarinmutlumutfagi,96.0,119.0,247.0,8.0,kocaeli̇,Kocaeli
meralkoc1231,79.0,46.0,91.0,23.0,hatay,Hatay
Nida_Karatas3,71.0,7.0,13.0,5.0,kayseri̇,Kayseri
goog_b87664212e75,37.0,5.0,13.0,7.0,erzi̇ncan,Erzincan
Busra_Dogukut,105.0,12.0,7.0,10.0,bolu,Bolu
kbramehmedoglu1,39.0,168.0,93.0,6.0,gazi̇antep,Gaziantep
nuranklnc1,62.0,9.0,14.0,5.0,hatay,Hatay
Gizem_Turkmen5,39.0,9.0,6.0,3.0,di̇yarbakir,Diyarbakır
uzumcugulsum,60.0,33.0,23.0,2.0,gazi̇antep,Gaziantep
selimegor_53,42.0,451.0,2743.0,28.0,ri̇ze,Rize
zehradilek_3826,39.0,56.0,38.0,29.0,van,Van
tugceer99,57.0,12.0,158.0,287.0,teki̇rdağ,Tekirdağ
pratik__mutfak,41.0,69.0,292.0,43.0,i̇stanbul,İstanbul
mira-nida,92.0,101.0,129.0,9.0,i̇stanbul,İstanbul
simalirem,39.0,50.0,39.0,5.0,i̇zmi̇r,İzmir
yzcrmys,60.0,30.0,126.0,100.0,i̇stanbul,İstanbul
Figen_Gundogdu,118.0,117.0,358.0,8.0,i̇zmi̇r,İzmir
Nurcan_Altas2,109.0,130.0,108.0,81.0,ankara,Ankara
Kamil_Ozguven,77.0,8.0,5.0,1.0,karaman,Karaman
ulviyeondun,40.0,16.0,56.0,6.0,ağri,Ağrı
serifekenikahveci7728,60.0,53.0,83.0,15.0,kayseri̇,Kayseri
Aysegul_UgrarAygun,126.0,15.0,17.0,2.0,malatya,Malatya
FATMA_BAL_,43.0,35.0,71.0,23.0,di̇yarbakir,Diyarbakır
Sevilay_Ozdemir17,54.0,20.0,14.0,4.0,bursa,Bursa
alyadan_lezzetler,62.0,347.0,678.0,3.0,çorum,Çorum
kadryekc,78.0,5.0,13.0,12.0,kahramanmaraş,Kahramanmaraş
AyseOzlem_OmerMutlu,137.0,18.0,13.0,2.0,bursa,Bursa
goog_3b36b607d26b,41.0,11.0,21.0,15.0,adana,Adana
ikiyemekasigi,41.0,22.0,54.0,358.0,kocaeli̇,Kocaeli
turkan-kekec-9370,43.0,18.0,18.0,11.0,kahramanmaraş,Kahramanmaraş
Tugce_Turker3,110.0,108.0,104.0,14.0,adana,Adana
Ebru_Kiran2,102.0,18.0,208.0,237.0,bursa,Bursa
cigdem-temel-8908,43.0,17.0,17.0,11.0,teki̇rdağ,Tekirdağ
aalevvyakutt,42.0,64.0,38.0,0.0,bursa,Bursa
Kubra_Gedikoglu,121.0,494.0,4225.0,3.0,i̇stanbul,İstanbul
lezzetkusagm-2032,43.0,8.0,16.0,2.0,i̇stanbul,İstanbul
sevgiicer,92.0,93.0,471.0,0.0,ankara,Ankara
amedli2172,103.0,32.0,48.0,9.0,ankara,Ankara
dilarayasarogluu,54.0,69.0,125.0,152.0,edi̇rne,Edirne
haliseyayan,120.0,290.0,1798.0,63.0,kayseri,Kayseri
_zzehracaaa,46.0,17.0,12.0,8.0,di̇yarbakir,Diyarbakır
elif3458,93.0,40.0,43.0,1.0,i̇stanbul,İstanbul
Esma_Gokaslan,124.0,280.0,325.0,17.0,balikesi̇r,Balıkesir
esin0640,97.0,253.0,150.0,70.0,ankara,Ankara
Aslihan_OzmayaSert,110.0,45.0,59.0,38.0,ankara,Ankara
beyzatoksoz9729,52.0,311.0,868.0,1.0,karaman,Karaman
glutensizcetr,53.0,134.0,91.0,4.0,i̇stanbul,İstanbul
baharbezirci61,80.0,716.0,4636.0,170.0,karabük,Karabük
sevval-topal58,52.0,4.0,17.0,7.0,i̇stanbul,İstanbul
Gulsum_Atas,120.0,303.0,958.0,8.0,elaziğ,Elazığ
ayselgltp,48.0,51.0,89.0,3.0,si̇vas,Sivas
kkubraksu,115.0,21.0,5.0,0.0,bursa,Bursa
nadoskadriye,74.0,412.0,3023.0,8272.0,malatya,Malatya
fatmaaydogan1903,70.0,83.0,495.0,5.0,mardi̇n,Mardin
damla-ozcilgin-atay-9897,49.0,6.0,9.0,7.0,van,Van
ozummutfakk,49.0,16.0,28.0,15.0,eski̇şehi̇r,Eskişehir
ilseta,121.0,89.0,154.0,40.0,hatay,Hatay
lezzetlibiryer,81.0,251.0,523.0,7.0,aydin,Aydın
Beyzanur_Uner,118.0,54.0,28.0,6.0,kocaeli̇,Kocaeli
goog_f206a06580c5,49.0,43.0,29.0,0.0,balikesi̇r,Balıkesir
nytuser_kamileninnefist_9738,49.0,5.0,6.0,10.0,isparta,Isparta
Deniz_YildizBozdogan,118.0,142.0,429.0,2.0,i̇stanbul,İstanbul
Zhr2727,107.0,64.0,53.0,3.0,gazi̇antep,Gaziantep
FB_100006287594445,138.0,97.0,1746.0,14.0,kocaeli̇,Kocaeli
tgbdkb,49.0,43.0,41.0,8.0,i̇stanbul,İstanbul
sedaevirgen,61.0,19.0,34.0,2.0,bursa,Bursa
nytuser_aleynaserbez_1135,50.0,2.0,8.0,1.0,mersi̇n,Mersin
mehtap-eker,152.0,346.0,581.0,115.0,balikesi̇r,Balıkesir
rabiaozturkmutfakta,54.0,194.0,326.0,3.0,i̇stanbul,İstanbul
Gulfiye06,126.0,3.0,3.0,30.0,ankara,Ankara
smeyrauysl,61.0,1.0,16.0,38.0,teki̇rdağ,Tekirdağ
Emelce-Lezzetli-Anlar,105.0,14.0,36.0,0.0,gazi̇antep,Gaziantep
Bengul_Demir,119.0,171.0,84.0,10.0,i̇stanbul,İstanbul
Meryem_Samet,103.0,347.0,339.0,0.0,antalya,Antalya
goog_5e91cd53dd04,50.0,6.0,6.0,6.0,eski̇şehi̇r,Eskişehir
kiymos,51.0,27.0,205.0,1139.0,ankara,Ankara
Zehra_Kahraman16,75.0,108.0,134.0,184.0,yozgat,Yozgat
ayselinmutfagi-com,77.0,717.0,908.0,6.0,afyon,Afyon
dilanne,75.0,9.0,48.0,46.0,mardi̇n,Mardin
ikranur-samanli-7177,53.0,29.0,11.0,3.0,balikesi̇r,Balıkesir
kaderfrat,65.0,12.0,17.0,0.0,malatya,Malatya
tubktas,92.0,69.0,49.0,32.0,mani̇sa,Manisa
ronahininmutfagi,93.0,335.0,8879.0,31.0,i̇stanbul,İstanbul
hiranurmelik,73.0,20.0,14.0,4.0,ankara,Ankara
Dilber_Caliskan,91.0,461.0,330.0,50.0,edi̇rne,Edirne
Htc_Ay,123.0,160.0,276.0,13.0,tokat,Tokat
nazli-kaynar-0655,52.0,28.0,16.0,51.0,gazi̇antep,Gaziantep
sumeyye-yigit,52.0,10.0,110.0,13.0,şanliurfa,Şanlıurfa
Gulnaz_Karasu,51.0,1.0,0.0,1.0,i̇stanbul,İstanbul
rumeysa258,68.0,3.0,6.0,11.0,gazi̇antep,Gaziantep
aysblc68,57.0,52.0,49.0,2.0,çanakkale,Çanakkale
aybukebeyza,94.0,50.0,59.0,17.0,van,Van
ozlemasakaradag,51.0,52.0,92.0,0.0,i̇stanbul,İstanbul
esila2610,77.0,20.0,49.0,46.0,osmani̇ye,Osmaniye
defneyapragiseda,102.0,41.0,147.0,12.0,i̇stanbul,İstanbul
kitchens,60.0,3.0,4.0,11.0,bursa,Bursa
Irem_Kandas,121.0,10.0,12.0,12.0,i̇stanbul,İstanbul
ilkadim-seflige,54.0,6.0,7.0,0.0,adana,Adana
pelinkonar,53.0,187.0,143.0,35.0,i̇zmi̇r,İzmir
herdemmutfak-7284,52.0,76.0,37.0,4.0,i̇stanbul,İstanbul
Gulay_Com,131.0,36.0,91.0,151.0,i̇stanbul,İstanbul
nuryavas10,53.0,18.0,10.0,2.0,balikesi̇r,Balıkesir
kezibankocak3342,52.0,21.0,40.0,1.0,bursa,Bursa
42alya42,62.0,24.0,14.0,26.0,konya,Konya
gncbn06,106.0,1.0,3.0,1.0,ankara,Ankara
cananaran1294,52.0,20.0,20.0,4.0,i̇stanbul,İstanbul
berfa,56.0,34.0,41.0,6.0,ağri,Ağrı
fatosunmutfagi21,53.0,322.0,398.0,12.0,manisa,Manisa
resancance,142.0,72.0,65.0,28.0,ankara,Ankara
tugbasbo,75.0,217.0,110.0,17.0,gazi̇antep,Gaziantep
Mine_GokmenKartal,147.0,10.0,29.0,19.0,ankara,Ankara
Lezzet_Kusagm,53.0,118.0,329.0,6.0,i̇stanbul,İstanbul
Hande_YalcinkayaIzgordu,133.0,6.0,2.0,1.0,mersi̇n,Mersin
gulunmutfagi47,73.0,85.0,194.0,313.0,mardi̇n,Mardin
Ilknur_Kaya20,113.0,1.0,0.0,0.0,i̇stanbul,İstanbul
eslemsumeyye,97.0,41.0,124.0,23.0,afyon,Afyon
zeynepbingol3400,77.0,21.0,107.0,197.0,erzi̇ncan,Erzincan
uckizkardesinmutfagi,53.0,72.0,137.0,22.0,ki̇li̇s,Kilis
leylaydn,101.0,31.0,17.0,12.0,bursa,Bursa
rabianinbloguu,59.0,732.0,2113.0,15.0,sakarya,Sakarya
nytuser_beyzakaradal_5387,53.0,2.0,1.0,5.0,şanliurfa,Şanlıurfa
nur3125,59.0,13.0,11.0,27.0,erzurum,Erzurum
burcucenterakkuzu,110.0,137.0,1171.0,3464.0,i̇stanbul,İstanbul
Tulay_Demirhan,116.0,22.0,52.0,3.0,kocaeli̇,Kocaeli
runamles,71.0,6.0,53.0,50.0,çankiri,Çankırı
tansuma,61.0,30.0,93.0,108.0,gazi̇antep,Gaziantep
fatoscakmak,57.0,41.0,31.0,8.0,şanliurfa,Şanlıurfa
ezoo1,69.0,7.0,6.0,2.0,adana,Adana
Musa_Yuvarlaktas,73.0,36.0,17.0,3.0,bartin,Bartın
niluferinsunumdunyasl3229,72.0,199.0,240.0,5.0,şanliurfa,Şanlıurfa
Sadika_Karamil,61.0,38.0,22.0,30.0,muğla,Muğla
Levent_Sahin2,102.0,18.0,141.0,112.0,si̇vas,Sivas
Sureyya_KocSahin,118.0,272.0,1093.0,10.0,ankara,Ankara
busrayndm,55.0,23.0,32.0,42.0,i̇stanbul,İstanbul
zeynep22esk,102.0,91.0,509.0,28.0,kocaeli̇,Kocaeli
aleynayamak,57.0,19.0,46.0,19.0,bursa,Bursa
mihribanalkaya0666,55.0,219.0,1925.0,5.0,ankara,Ankara
tarifdenizii,59.0,47.0,292.0,11.0,i̇stanbul,İstanbul
filizkankilic,55.0,18.0,125.0,108.0,gazi̇antep,Gaziantep
sevalekbul,75.0,203.0,536.0,6.0,i̇stanbul,İstanbul
Sebnem_Acar3,55.0,16.0,14.0,7.0,yalova,Yalova
poyraznannesi33,56.0,31.0,7.0,0.0,mersi̇n,Mersin
sevimlianka,77.0,48.0,15.0,1.0,i̇stanbul,İstanbul
habik5,64.0,3.0,31.0,30.0,bursa,Bursa
izmirbucaa,125.0,34.0,47.0,180.0,hatay,Hatay
simaikra,107.0,86.0,40.0,1.0,ankara,Ankara
yvzekk,63.0,152.0,963.0,385.0,kocaeli̇,Kocaeli
Asena_Doru,85.0,9.0,6.0,8.0,sakarya,Sakarya
aayseavcii,64.0,23.0,49.0,40.0,antalya,Antalya
lngkwgirl,112.0,143.0,638.0,93.0,i̇stanbul,İstanbul
Mecit_Korkmaz,57.0,7.0,2.0,3.0,gazi̇antep,Gaziantep
tatlisanati,88.0,190.0,1914.0,3.0,i̇stanbul,İstanbul
merveyysr,56.0,11.0,4.0,0.0,i̇stanbul,İstanbul
tcavdaroglu,110.0,1.0,2.0,1.0,trabzon,Trabzon
sumeyyenurerden,62.0,116.0,106.0,1.0,afyon,Afyon
Sule_AkarsuKoroglu,126.0,8.0,2.0,0.0,aydin,Aydın
Guzide_OrenAkdeniz,59.0,155.0,147.0,3.0,muğla,Muğla
Damla_Lale,73.0,33.0,22.0,4.0,teki̇rdağ,Tekirdağ
Nesibe_Alniacik2,109.0,65.0,769.0,202.0,i̇stanbul,İstanbul
Leyla_DalkiranElmakas,102.0,482.0,977.0,9.0,antalya,Antalya
2017asel,58.0,16.0,16.0,13.0,bursa,Bursa
aslibalac1985,60.0,259.0,475.0,0.0,i̇stanbul,İstanbul
gizemderici,60.0,77.0,73.0,9.0,i̇stanbul,İstanbul
Fadime_Surucu3,108.0,23.0,128.0,19.0,adana,Adana
Ercan_Baskil,100.0,65.0,54.0,17.0,i̇zmi̇r,İzmir
TarihciGizem,109.0,110.0,92.0,2.0,eski̇şehi̇r,Eskişehir
merveeete,66.0,22.0,26.0,2.0,ankara,Ankara
meraldevelioglu,104.0,126.0,154.0,99.0,konya,Konya
IlyasEmine_Tasdemir,105.0,23.0,13.0,3.0,kars,Kars
kadriyetutarsoydan,89.0,116.0,92.0,26.0,i̇stanbul,İstanbul
Ilknur_AlhanKiris,100.0,61.0,62.0,3.0,ankara,Ankara
eslemin_lezzet_dunyasi,133.0,394.0,2347.0,19.0,kocaeli̇,Kocaeli
arsensubulut,61.0,87.0,128.0,72.0,teki̇rdağ,Tekirdağ
gul78,130.0,65.0,58.0,12.0,konya,Konya
NutkuyaHsn_Cokakil,101.0,95.0,624.0,16.0,konya,Konya
sohret21,60.0,2.0,4.0,1.0,di̇yarbakir,Diyarbakır
neslihansemih,105.0,687.0,2009.0,7.0,kocaeli̇,Kocaeli
melikeevran,59.0,27.0,25.0,5.0,eski̇şehi̇r,Eskişehir
eminenurgundogan9006,59.0,17.0,58.0,104.0,konya,Konya
rabiaatar54,62.0,34.0,41.0,0.0,sakarya,Sakarya
Ilknur_Akbulut2,70.0,15.0,33.0,3.0,teki̇rdağ,Tekirdağ
Sevgi_Altindas,111.0,53.0,38.0,10.0,şanliurfa,Şanlıurfa
bedia4258,66.0,136.0,354.0,4.0,si̇vas,Sivas
k-cansu,105.0,49.0,162.0,37.0,i̇stanbul,İstanbul
mukime,107.0,237.0,125.0,84.0,kocaeli̇,Kocaeli
fcigdem,84.0,26.0,18.0,7.0,ankara,Ankara
Sinem_Genc8,80.0,116.0,89.0,32.0,i̇stanbul,İstanbul
ruhan1977,65.0,43.0,745.0,400.0,ankara,Ankara
seraphazan,79.0,303.0,197.0,33.0,bolu,Bolu
Kubra_OzaydinTure,129.0,295.0,9712.0,48.0,amasya,Amasya
seyhanerturkuner9696,83.0,225.0,1061.0,28.0,i̇stanbul,İstanbul
hamiytzynp,119.0,65.0,62.0,0.0,ankara,Ankara
emineaynal,62.0,14.0,82.0,117.0,konya,Konya
Hilal_Cucen,60.0,10.0,9.0,9.0,si̇vas,Sivas
Deryadan_Lezzetler,62.0,64.0,32.0,8.0,i̇stanbul,İstanbul
lemanuckun,60.0,11.0,18.0,1.0,muğla,Muğla
gznur96,69.0,13.0,128.0,175.0,konya,Konya
gamzelitarif,67.0,56.0,24.0,8.0,erzi̇ncan,Erzincan
bebk,87.0,21.0,53.0,46.0,ankara,Ankara
gkckdr,122.0,22.0,24.0,1.0,mersi̇n,Mersin
oykua,62.0,8.0,7.0,7.0,ankara,Ankara
sevimtuncel1,61.0,12.0,43.0,41.0,bi̇ngöl,Bingöl
mervekrshn,63.0,21.0,73.0,6.0,malatya,Malatya
Feride_Ozbey2,108.0,262.0,362.0,11.0,uşak,Uşak
alparslannkurt,60.0,6.0,48.0,15.0,i̇stanbul,İstanbul
sultann42,85.0,127.0,1150.0,12.0,konya,Konya
s7452,86.0,108.0,218.0,21.0,gi̇resun,Giresun
Gazi_Altinoluk,87.0,36.0,13.0,19.0,antalya,Antalya
Serdem_Buglem,125.0,57.0,124.0,2.0,i̇stanbul,İstanbul
nurceren42,85.0,18.0,49.0,76.0,konya,Konya
nurtenbingol,96.0,106.0,135.0,164.0,i̇stanbul,İstanbul
Fulya-Ercan,138.0,12.0,31.0,40.0,i̇stanbul,İstanbul
aysenurchef,60.0,16.0,82.0,11.0,ankara,Ankara
Aybuke_Durak3,90.0,98.0,181.0,24.0,ankara,Ankara
nurunsunumu,91.0,13.0,37.0,64.0,erzi̇ncan,Erzincan
nevilyilmaz,61.0,33.0,446.0,88.0,bursa,Bursa
kubrakoc5959,60.0,4.0,6.0,10.0,kütahya,Kütahya
mutfakeylul,64.0,260.0,2472.0,2635.0,i̇stanbul,İstanbul
edacglr,61.0,10.0,98.0,61.0,çorum,Çorum
caferalp123,87.0,4.0,15.0,31.0,i̇stanbul,İstanbul
hayatsaglam,146.0,324.0,927.0,11.0,i̇zmi̇r,İzmir
Zeynep_Danis4,93.0,20.0,21.0,22.0,si̇i̇rt,Siirt
aysenurmuhammed18,84.0,8.0,14.0,1.0,i̇stanbul,İstanbul
smpek,62.0,16.0,75.0,25.0,kirikkale,Kırıkkale
srkyayse,74.0,10.0,22.0,17.0,kahramanmaraş,Kahramanmaraş
hande9884,74.0,36.0,33.0,1.0,hatay,Hatay
Guler_Ozaslan,67.0,2.0,15.0,34.0,i̇stanbul,İstanbul
irem002,75.0,2.0,6.0,0.0,i̇stanbul,İstanbul
semaakkan,84.0,41.0,128.0,204.0,afyon,Afyon
tubisinnmutfagi,68.0,14.0,29.0,13.0,ankara,Ankara
seredaser,126.0,20.0,23.0,5.0,konya,Konya
busranngozunden,62.0,5.0,0.0,2.0,teki̇rdağ,Tekirdağ
Hb_Aslan,65.0,9.0,8.0,5.0,ankara,Ankara
seymakzl,96.0,16.0,13.0,18.0,şanliurfa,Şanlıurfa
feyzademez,61.0,40.0,260.0,396.0,i̇stanbul,İstanbul
Ceyda_Uzun2,111.0,340.0,610.0,9.0,i̇stanbul,İstanbul
Seda_Ozdemir13,120.0,213.0,387.0,165.0,malatya,Malatya
haticedursunoglu,78.0,8.0,9.0,41.0,i̇stanbul,İstanbul
Gamze_Aydin13,120.0,5.0,0.0,2.0,i̇stanbul,İstanbul
halimesngrr,61.0,4.0,38.0,67.0,mardi̇n,Mardin
mrs-syfl,104.0,18.0,38.0,62.0,ankara,Ankara
YarenNur_Caymaz,76.0,39.0,69.0,122.0,aydin,Aydın
Onder_Dag,124.0,34.0,121.0,25.0,antalya,Antalya
Busra_Erbey,62.0,12.0,9.0,9.0,i̇stanbul,İstanbul
serpilciraci,97.0,21.0,10.0,6.0,i̇stanbul,İstanbul
erubi,66.0,48.0,226.0,1036.0,ankara,Ankara
aysegulper,106.0,84.0,131.0,7.0,ankara,Ankara
Neslihan-yogunali,136.0,14.0,16.0,1.0,i̇stanbul,İstanbul
Gulcin_Yildirim9,107.0,15.0,10.0,9.0,i̇stanbul,İstanbul
gultenbayazit,63.0,404.0,1613.0,34.0,i̇stanbul,İstanbul
Seval_Kocabas,110.0,10.0,13.0,13.0,i̇stanbul,İstanbul
Ozgul_Aksoy2,109.0,2.0,14.0,33.0,mani̇sa,Manisa
sultanavci,101.0,397.0,1527.0,17.0,ankara,Ankara
oslemm21,63.0,14.0,25.0,37.0,i̇zmi̇r,İzmir
piral,92.0,69.0,118.0,22.0,erzurum,Erzurum
ezgisimsek2001,76.0,25.0,26.0,2.0,gazi̇antep,Gaziantep
Damlaozdemirr,111.0,12.0,21.0,3.0,eski̇şehi̇r,Eskişehir
habibecee,62.0,46.0,107.0,13.0,çorum,Çorum
Serife_Ates2,116.0,10.0,22.0,61.0,bursa,Bursa
limeninevyemekleri,62.0,51.0,157.0,0.0,kahramanmaraş,Kahramanmaraş
sukeynabozkurt,98.0,161.0,818.0,2.0,i̇stanbul,İstanbul
Muge_TezelKaya,121.0,35.0,39.0,3.0,bursa,Bursa
semanuravc,62.0,121.0,1508.0,10.0,samsun,Samsun
Dilek_Sayi,94.0,14.0,23.0,66.0,teki̇rdağ,Tekirdağ
