profil_adi,kayit_ay,tarif_sayisi,takipci,takip,sehir
Hatice_Erdogan29,115,118.0,1411,7,i̇stanbul
AliBurcu_Caglar,125,5.0,2,1,
Saadet_Akkas,77,4.0,10,2,i̇stanbul
nurbyrktr,96,78.0,34,5,samsun
Yasemin_Tan4,114,79.0,99,24,isparta
dilniya,131,41.0,89,21,bi̇tli̇s
sezerin-mutfagi,57,29.0,72,0,
gulizarkubilayy,85,3.0,5,7,aydin
yaseminerdem0919,56,1.0,0,0,muğla
Arzu_Aktas17,79,41.0,58,54,tunceli̇
hennos,80,47.0,30,85,
aki1,57,6.0,0,4,
Ser-fer,140,74.0,130,111,di̇yarbakir
Ilhan_Yerli,58,5.0,6,12,
cicegiburnundaannebetul,117,27.0,14,5,
baharsefvan,82,118.0,138,6,erzurum
Macide_Temiz2,119,28.0,17,10,
canaderingor7253,72,31.0,62,73,i̇stanbul
Mehtap_Gebes,123,26.0,31,1,bartin
Dilay_Karakaya,108,1.0,1,2,aksaray
hercag2013,60,28.0,15,3,adana
Nergis_Celik4,110,64.0,59,9,i̇stanbul
eslemnuri,65,7.0,105,293,konya
zelisintarifleri29,68,8.0,14,22,samsun
gulsumag2441,57,2.0,1,5,elaziğ
Zeynep_Agturk,82,23.0,96,13,gazi̇antep
Gonca_Solmaz,86,1.0,8,13,
Sengul_Savas2,82,25.0,49,29,i̇zmi̇r
miray45,60,8.0,6,10,
rosekitcheen,61,23.0,33,52,elaziğ
semin1453,85,61.0,50,11,malatya
iremmmm12,63,11.0,6,15,
elifakbasoglu1,96,10.0,2,3,i̇stanbul
reyyanisra,113,77.0,166,1,i̇stanbul
Esra_DayiCelenlioglu,101,1.0,3,6,manisa
nurlabaslangic,94,3.0,7,11,si̇vas
Nagihan_Tufekci,58,9.0,9,4,sakarya
rabiaxxx,93,2.0,12,14,i̇stanbul
Hatice_Severcan,88,10.0,3,0,kayseri̇
zeylnep,63,1.0,3,25,adana
Meltem_Bircan,111,22.0,51,14,adana
buseninlezzetlimutfagi,66,148.0,447,1,
ktgl,97,13.0,26,11,i̇stanbul
yildizboelek,59,186.0,515,34,yurtdişi
lezzet-hanem,59,28.0,99,110,muş
mozd01,60,13.0,37,5,i̇stanbul
Olga_Krimi,135,333.0,3830,552,
kutu-mutfak,59,119.0,350,0,i̇stanbul
duyguduygulu,62,33.0,21,0,çanakkale
tugbakplnn,60,22.0,8,4,i̇stanbul
Aysegul_Ates6,124,25.0,26,15,bursa
Aysun_Ozcan15,60,6.0,11,7,
Selin_Sevci,62,18.0,39,88,bursa
Naciye_KilicAydin,77,94.0,84,68,
Cigdem_Ozer10,106,31.0,28,17,
aleynauyarr,62,42.0,171,5,
nursedacingisiz,101,39.0,117,77,i̇stanbul
Hatice_Akay4,92,5.0,7,6,
missyemekk,59,2.0,4,2,
ustazeynep,101,465.0,721,3,i̇stanbul
hlygul,61,79.0,114,63,
aaleynasaglam,60,22.0,42,2,ordu
Melike_Eryilmaz4,77,17.0,18,10,afyon
lutfiyeninlezzetleri,64,52.0,41,1,kayseri̇
fatos5656,60,8.0,4,10,i̇stanbul
tekniker61,113,41.0,42,46,
gulizarzeynep,119,6.0,9,13,
AySe_Suicmez,124,42.0,77,27,i̇stanbul
Burcu_Ceylan,129,409.0,7400,7,i̇stanbul
missi81,111,267.0,914,74,yurtdişi
asenazngnnn,61,16.0,13,2,amasya
ezgi-karakas,117,14.0,38,28,i̇zmi̇r
mrsaday,68,78.0,89,84,i̇stanbul
merveus,126,15.0,23,12,ankara
EgeAtes_Canpolat,82,2.0,0,0,kocaeli̇
fatmanursav,62,42.0,35,13,konya
zozankks,92,89.0,277,11,muğla
Rabia_Yildirim47,64,26.0,243,16,kayseri̇
yghusna,121,54.0,1232,2558,aksaray
bedia1992,62,1.0,1,9,ri̇ze
busraahmetttt,117,44.0,36,7,i̇stanbul
Sebahat_Yildiz4,115,52.0,35,4,zonguldak
DeryAybarS,131,31.0,21,5,balikesi̇r
sdurmaz,115,1.0,1,1,
Ugur_Aydinlar,137,267.0,637,37,antalya
bhrtnbl,69,2.0,0,1,
semanur-1234,100,94.0,34,2,ankara
YunusEmre_Ceviren2,90,7.0,21,39,ankara
safiyekazicioglu7684,73,25.0,98,17,kocaeli̇
ipksng,95,14.0,5,1,
sevildevecioglu,120,15.0,11,9,si̇vas
dcoskunses,61,1.0,2,3,
bilgefenci,149,46.0,84,68,erzi̇ncan
Deniz_Eslem,78,100.0,171,171,mani̇sa
Ozge_Gulcicek2,66,2.0,0,0,
Sibel_Unal5,120,54.0,79,22,yurtdişi
habibemaras,88,55.0,137,14,kahramanmaraş
nisakitchenn,64,24.0,181,7,yurtdişi
Semra_Tutunlu2,63,9.0,3,2,
Merve_Merve74,80,44.0,32,2,
sinemceri,67,11.0,7,2,
Melisa_Ustun,79,42.0,79,32,i̇stanbul
jamela,126,158.0,689,22,i̇stanbul
maynesra8,123,1.0,4,28,hatay
Rumeysa_Nazli,64,69.0,159,127,i̇stanbul
Ezgi_Eren7,96,56.0,69,6,kahramanmaraş
Gizem_Akdeniz6,88,48.0,53,22,
elifim12,119,52.0,61,32,adana
ahsenlisa23,62,11.0,43,49,edi̇rne
mutlumutfaktablosu,63,5.0,2,3,mersi̇n
eminecubuk,65,229.0,1653,89,i̇stanbul
busra23_,92,15.0,63,2,yurtdişi
stunay65,68,192.0,186,172,
TCIlknur_Kepezkaya,143,32.0,50,8,i̇stanbul
Sumeyye_Yyrt,64,1.0,0,0,kayseri̇
Cansu_Topaloglu,124,8.0,8,2,van
ümmügülüm,77,142.0,577,218,yurtdişi
Kubra_Sonmez16,82,17.0,24,11,i̇stanbul
Sebile-Nedjbidin,122,8.0,1,1,yurtdişi
Aysegul_Yardimci,63,27.0,61,3,erzurum
Yasmin_YildirimDeniz,101,36.0,73,69,
EbRu_70,106,136.0,97,2,karaman
ozgey66,73,22.0,26,1,
mrvcerrahoglu,80,19.0,117,126,elaziğ
bilsensmz8818,65,50.0,21,1,
zuleyhaklcr,66,57.0,675,196,
Seleme_Yilmaz2,93,28.0,36,3,adana
Ufuk_Nur,67,19.0,49,30,çankiri
mtsmutfak,66,1.0,26,22,çanakkale
Yunus_Ceren2,94,25.0,38,24,çorum
queen-cook,66,5.0,8,3,i̇stanbul
Leyla_AkdemirIssi,131,66.0,145,23,bi̇tli̇s
fatos6785,66,4.0,10,43,i̇stanbul
gnccl,77,11.0,19,9,
detail-f,94,27.0,63,3,
Nur_Ortukoglu,95,17.0,51,98,bartin
Ozge_Sartik,73,6.0,14,2,i̇stanbul
zehraakd,86,37.0,42,1,i̇stanbul
Halime_Butuner,119,71.0,73,37,i̇stanbul
lutfiyeanne,106,40.0,33,26,kayseri̇
Gokhan_Kurnaz2,103,9.0,11,9,mersi̇n
Aysegul_Tarakci,119,33.0,53,21,trabzon
polonyali1994,91,90.0,115,218,yurtdişi
Sevkiye-1903,115,37.0,19,11,yurtdişi
hayat-hayaldir,67,7.0,7,2,
ezgisepetci,125,65.0,212,55,bursa
EmelZumrut_Solak,113,33.0,43,108,mersi̇n
dilekcogul,108,8.0,15,4,
derinlitatlar,68,8.0,31,3,i̇stanbul
meric64,101,49.0,341,152,ankara
zehrayuksel3387,87,30.0,179,2,ankara
aysimbuse,87,17.0,12,3,i̇zmi̇r
tariflerimis,69,17.0,48,2,gazi̇antep
Meryem_Soysal5,97,12.0,7,1,
bilgi1991,86,537.0,2580,215,adana
Halide_Salim,107,2.0,3,18,
enfeskolik,68,14.0,44,46,
aylaardahanlioglu,87,16.0,97,193,ankara
MerveAdem_Bavbek,124,206.0,408,22,ankara
mehmetcan17,99,37.0,138,1,adana
zelihaha,119,89.0,154,32,konya
Cengiz_Kaya7,85,3.0,15,13,i̇stanbul
guleralp,96,10.0,13,0,
Nurcan_BasogluGenc,100,44.0,59,42,ri̇ze
yaseminebrarr,80,33.0,102,157,di̇yarbakir
Busra_Sarica2,111,110.0,126,70,kocaeli̇
ebrardicledemir,70,7.0,10,4,
nurersvs,70,6.0,6,3,trabzon
songulsisman,71,81.0,189,63,i̇stanbul
gulervanisa,93,19.0,19,2,adana
hayalyener,81,8.0,13,41,adana
Emre_Altun6,94,32.0,38,13,kayseri̇
Sultan_DemirelKose,97,83.0,86,18,ankara
tugbarif38,98,5.0,22,22,eski̇şehi̇r
burcu__eroglu38,101,13.0,12,19,kayseri̇
Nur_KaratayIsik,104,26.0,42,50,konya
sehrban,116,33.0,62,9,nevşehi̇r
kubradas,96,14.0,46,47,mersi̇n
aslihantuncay6593,82,48.0,154,53,
meltemozbyk,71,46.0,66,4,yurtdişi
kubraaduyguu,78,23.0,18,7,
Sirin_Cincil,126,6.0,7,2,trabzon
CesmebasiNecmiye_Kiyak,80,8.0,17,0,kayseri̇
bademiannesi,75,8.0,28,57,bursa
Hasan_Adakus,71,1.0,1,1,
fsyildirim,108,18.0,33,24,
hilaltogay,77,205.0,1051,65,antalya
NeslihanEge_Senturk,116,2.0,1,0,
canalii,72,3.0,1,2,isparta
rahime123yy38,85,31.0,63,56,kayseri̇
jannas,95,86.0,57,26,
Sseren_Karadurmus,92,55.0,94,31,i̇stanbul
Aslihan_Sefil,109,71.0,348,10,i̇stanbul
lyla07,95,23.0,25,8,antalya
bukalemun,122,6.0,19,24,
esraaltiner6354,84,7.0,8,0,
simito,96,23.0,26,9,i̇stanbul
ygmrnnnsii,84,150.0,337,12,eskişehir
naokaramss,78,4.0,10,0,i̇stanbul
Aycin_Ablak,114,40.0,121,91,i̇stanbul
INFINITE-ilknur,106,52.0,44,4,
ttlcd,153,17.0,36,143,bursa
denizoner,92,12.0,22,18,i̇stanbul
minanolle,78,2.0,9,3,
elif14532023,89,42.0,47,9,i̇stanbul
Pembegul_Tskn,96,83.0,128,49,gazi̇antep
aydanguelec,73,6.0,5,8,
yaseminin_mutfagi_,98,131.0,1868,521,
cgltmhkrt,130,15.0,28,23,bursa
MustafaKayra_Kipsoz,120,42.0,62,19,kayseri̇
Kubra_Ozsoy2,127,16.0,19,10,
gozdeguler9748,74,14.0,9,3,
yemekcambazlari,74,97.0,574,3,i̇stanbul
cansudalyan,76,32.0,24,3,ankara
kevser79,116,693.0,7293,75,i̇stanbul
sinkayafatos,84,200.0,206,32,samsun
izzmmmiir,101,25.0,63,3,yurtdişi
Sevim_BiginCaliskan,77,21.0,16,14,adana
denizemirr,75,1.0,3,12,
suatysilyrt,106,129.0,439,101,antalya
tuuce34,75,113.0,50,28,i̇stanbul
askveyemek,88,278.0,337,0,antalya
turksenam76,100,21.0,20,2,i̇zmi̇r
Fatma_Dikmen4,119,6.0,8,9,
deryajerdev,89,353.0,17648,8,i̇stanbul
gkceenn66,80,48.0,24,2,yurtdişi
Serap_Sahin26,103,17.0,18,14,antalya
canocemo62,92,63.0,297,22,tunceli̇
NurayHanife_Senturk,105,33.0,58,3,
defne08122016,94,11.0,26,25,ankara
seyerant,79,2.0,9,10,i̇stanbul
serapece,137,37.0,26,6,
Emel_BenliceColpan,91,18.0,40,7,i̇stanbul
hayat1406,98,23.0,33,7,yurtdişi
laleusta,78,13.0,79,0,yurtdişi
TuanaTugra_Cakir,126,192.0,1488,33,i̇stanbul
miskincake,112,45.0,289,1,i̇stanbul
Yasemin_Dinc14,85,7.0,16,13,gazi̇antep
m_merveucar,102,27.0,29,6,ni̇ğde
serapcnyrt,92,23.0,14,0,ankara
Melis_Ascioglu,119,3.0,3,0,
Huseyin_Yavuz13,98,8.0,14,6,i̇stanbul
mihribangelin,79,3.0,1,1,
nuseybe-nur,122,9.0,50,28,
sumeyyecelikbilek987654321,80,14.0,472,929,
yalin35,111,131.0,88,1,
cerensu35,96,11.0,74,278,i̇zmi̇r
salihagulsever,119,32.0,27,8,van
Yasemin_AktasAri,104,264.0,5326,12,düzce
memos,124,9.0,14,22,i̇stanbul
atiye,140,26.0,40,36,adana
Begum_Koklu,94,61.0,96,0,
Ozlem_Keremoglu,152,43.0,26,13,kocaeli̇
burcuw,96,38.0,27,12,i̇stanbul
eliff24,123,84.0,319,160,i̇stanbul
arra,122,23.0,15,4,
Melike_Orhan3,91,38.0,33,25,yozgat
aogninannesi,87,12.0,13,25,ankara
19901986tee,91,163.0,1782,2,
Sengul_MurtezaPoslu,94,1.0,3,7,
necla5258,85,15.0,16,26,yurtdişi
sheans,81,9.0,18,11,
yukra,108,152.0,193,8,ankara
Leyla_Akdogan4,93,46.0,297,56,şanliurfa
seda-nur-kaygusuz,91,18.0,17,3,
zeynepkrmn,97,8.0,7,0,bi̇tli̇s
ummuhan93,104,123.0,362,75,yurtdişi
busraarslan931,109,97.0,481,0,samsun
Emine_Yuceturk3,99,11.0,13,7,çorum
Gamze_SoyunmezTemiz,114,47.0,43,21,hatay
lezzetpinari123,84,24.0,47,42,ni̇ğde
mavii91,91,91.0,100,0,kahramanmaraş
Vildan_Sahin8,107,8.0,76,157,yurtdişi
simgeozturk,116,17.0,23,13,i̇zmi̇r
Hayriye_Tas2,104,17.0,47,6,i̇zmi̇r
fulyatumsek,131,31.0,36,62,çanakkale
Elif9401,112,107.0,3219,22,mersi̇n
nrtnnn,98,30.0,178,276,i̇zmi̇r
Cicek_KaracaerSanli,122,36.0,32,19,di̇yarbakir
Pinar_Karakus,130,79.0,198,0,i̇stanbul
Ravza_Turk3,82,1.0,2,0,i̇stanbul
neseliyimben,113,303.0,2717,67,mani̇sa
Buse_Tepe2,89,22.0,7,0,i̇zmi̇r
kubrayazici,115,10.0,5,1,
gulistanbozdagtosun8928,102,12.0,33,5,
Feride_DeveliPirgon,124,21.0,24,7,
Tubabm,128,31.0,24,15,
mhbbera,89,6.0,21,45,i̇stanbul
cerennkiliccc,106,13.0,12,0,
Utku_Gulcan,103,46.0,75,41,teki̇rdağ
Hanise_Comert,121,73.0,66,4,
eminearsla,104,18.0,31,18,kahramanmaraş
Gulden_Yanikomer,125,83.0,56,11,ankara
cysentekin,108,14.0,8,5,i̇stanbul
Tugba_Kir3,116,40.0,56,44,
esraselbi,118,7.0,10,1,antalya
yuvakusu,115,8.0,22,40,ankara
gozdekrgln,102,36.0,18,10,
Deniz_Yilmaz73,102,27.0,36,32,mersi̇n
ArinAsk,125,67.0,169,22,hatay
songulunmutfagii,84,6.0,5,6,muğla
drn-adgzl,84,13.0,17,38,mersi̇n
vmkarakulah,92,19.0,24,7,ankara
fatirik,124,121.0,68,10,adiyaman
edaarpacay8001,89,49.0,561,11,elaziğ
arifemre2154,117,19.0,25,1,çanakkale
nefisyemeklerim85,86,25.0,90,20,yurtdişi
serkan38,106,624.0,6555,31,erzurum
amine-06,86,39.0,28,1,deni̇zli̇
rukiye0707,105,24.0,65,7,antalya
melisa-44-yilmaz,102,37.0,58,15,yurtdişi
sartjan,86,23.0,22,0,i̇stanbul
neslisaa,86,23.0,38,2,i̇stanbul
Fatoss_Bulut,118,7.0,5,1,
ebrarhira,112,36.0,252,46,yurtdişi
sehnazodabas,124,20.0,18,2,yozgat
Kubra_Dogru3,112,75.0,303,0,
sudemyc,86,10.0,8,2,
zeynep-in-elinden-,87,24.0,1353,1,i̇zmi̇r
MelisSelin,124,127.0,184,26,
Beyza-ile-sofraya-senlik,111,57.0,109,2,şanliurfa
defne3030,89,25.0,25,25,gazi̇antep
tuba19,122,103.0,198,8,çorum
selincgn,89,256.0,386,40,i̇stanbul
zeynepzorlu,110,2.0,1,2,i̇stanbul
merve-akif,88,7.0,6,8,
fatmayasarr,111,36.0,30,13,
ZeyLeda,125,16.0,56,84,iğdir
GulperiVeSela_Ars,116,13.0,21,8,yurtdişi
rafiyecinar,90,2.0,5,6,yurtdişi
BusraSelim_Demir,99,2.0,0,0,
yezo,127,377.0,72193,148,
Raika_Tukuc,118,4.0,22,45,ordu
fatmauzum,114,37.0,53,58,kayseri̇
elfylmz4434,91,158.0,224,100,malatya
Fatma_Seyhmus,126,57.0,356,6,
Kubilay_Erdogan,115,68.0,62,12,yozgat
Gulsumcakir_Bilgay,122,411.0,2021,17,si̇vas
devrim2017,101,22.0,81,197,
Yusuf_Taskin6,112,40.0,68,147,malatya
BRCBZTS,110,31.0,23,8,
hamzabey,125,17.0,209,13,ankara
Gulbin_SdyPlt,142,243.0,245,1,elaziğ
CemilHazal_Akdumanli,100,2.0,0,1,
Samiye_Dilmac,108,372.0,2988,162,i̇stanbul
zoya31,90,56.0,158,14,yurtdişi
Muhammet_Kosger,92,101.0,85,9,i̇stanbul
Duygu_Furat,119,23.0,32,11,eski̇şehi̇r
xplodie,96,8.0,3,4,
AybukeDuru,105,167.0,470,16,yurtdişi
TCSerap_Akyuz,146,19.0,91,130,eski̇şehi̇r
yakupcan56,97,33.0,279,268,si̇i̇rt
bsrclk52,95,23.0,71,17,ordu
Aysen_Kizilcik,110,59.0,75,9,
meelaike,112,8.0,10,18,kahramanmaraş
anneelidegmisgibi,98,113.0,648,48,burdur
Damla_Aslan2,119,6.0,15,16,
tankire,123,63.0,93,5,i̇stanbul
hasret2666,92,413.0,658,6,i̇stanbul
Reyhan_Atmaca,114,25.0,82,3,kocaeli̇
Merve_Tanriverdi2,113,5.0,7,5,gi̇resun
aysunn96,91,30.0,50,42,balikesi̇r
skr-es19,114,4.0,4,4,yurtdişi
yasminskitchen,92,53.0,40,1,mersi̇n
Ihsaniye_BaldanBedirhan,129,2.0,5,6,ankara
frtastan,94,46.0,96,221,
goyel,99,128.0,251,20,i̇stanbul
edakara8289,102,4.0,24,34,eski̇şehi̇r
irendelifunda,108,32.0,130,158,
Nafiye_Pinar,92,4.0,9,5,
havinzeynep06,112,434.0,3782,23,di̇yarbakir
Ayca_Koc,128,83.0,259,120,ankara
ceylannurayse,97,8.0,19,17,
gokyuzundentarifler,92,4.0,4,4,
zynpgnd,108,12.0,12,1,antalya
Nevin_Genc3,93,13.0,24,10,
Zubeyde_Bektas2,94,7.0,17,29,malatya
Ilknur_Goroglu,107,1.0,2,2,kayseri̇
Esra_Tahir,96,26.0,66,6,
Sevcan_OguzHali,96,304.0,4695,20,antalya
Perihan_Sayar2,96,3.0,8,1,hatay
Fatmanur_Erdogan3,102,78.0,294,0,
Mujver,106,12.0,11,2,
Elif_Delibasoglu,114,7.0,17,20,i̇stanbul
Eylul_Okay,133,60.0,2626,44,i̇zmi̇r
Duyal_Vanli,96,42.0,107,4,i̇zmi̇r
Ecmel_Kipel,101,2.0,13,12,hatay
hayatmutfgimm,98,58.0,1045,4,
Sevnur_Acar,96,24.0,29,6,i̇stanbul
zeynepbilim268,98,7.0,18,17,gazi̇antep
Metin_Gokce,94,10.0,10,4,
beyzatahta6820,96,98.0,153,106,adana
cigdemduru,121,11.0,277,1300,adana
ikizlerinannesi1906,97,97.0,174,53,ankara
Elif_Kose29,98,7.0,18,6,
seviminnefistarifleri,99,16.0,55,1,
ruvii,120,2.0,7,19,konya
Celal_Salli,119,20.0,23,5,nevşehi̇r
Hafize_Ozer2,95,65.0,33,4,
fatmayzgl88,106,12.0,24,13,aydin
serapselamet,120,41.0,63,101,i̇stanbul
kasva,131,345.0,2842,40,i̇stanbul
Aslihan_Kislioglu,97,14.0,18,25,
Zeynep_Dincer12,94,7.0,5,1,
Dilara_Tunc2,124,47.0,43,4,i̇stanbul
Emine_Cbn,106,22.0,6,1,i̇stanbul
Engin_Gullu,97,31.0,75,65,i̇stanbul
cemrecan4981,98,23.0,32,4,
pengu,123,20.0,35,10,
senaninhayalmutfagi,103,46.0,164,94,
hegira,119,1.0,18,2,i̇stanbul
Ayfer_Cankaya,109,11.0,11,7,ankara
ayye,111,214.0,2136,39,yurtdişi
suhedatugceduman,108,14.0,20,10,ankara
Samet_Dicleli,119,16.0,22,1,yurtdişi
hukukcubk,115,73.0,149,9,
nnesibehilall,96,1.0,0,0,
satiaydogmus,100,139.0,279,26,ankara
didesu,108,8.0,13,16,si̇vas
mistanbul,125,125.0,552,8,i̇stanbul
sezo-k,108,1.0,3,4,
rabiakaracaoglu,83,126.0,116,0,
Semra_Taskiran2,120,30.0,45,13,i̇stanbul
yamanece,59,10.0,10,0,
sedanur_2356,41,17.0,6,21,
unzileavci_lezzetleri46,15,26.0,12,7,
kevgir,123,76.0,155,49,adana
ZeynepYavuz_Temel,143,93.0,282,0,yurt dışı (fransa)
hicret09,89,45.0,86,8,aydin
Sevcan_Arican,64,1.0,1,0,antalya
Oznur_Bilgic,127,94.0,156,152,deni̇zli̇
goog_1962a30020f9,33,7.0,7,3,i̇zmi̇r
aslihan_yilmaz4459,18,2.0,7,5,
esra06,136,66.0,77,8,ankara
melikeulutas2565,26,11.0,11,2,
Ilknur_YilmazBurnazoglu,116,32.0,130,7,çorum
nytuser_zelihaavci_0309,26,6.0,7,0,mani̇sa
s161014,67,17.0,10,3,antalya
SemihaNur34,38,10.0,13,52,i̇stanbul
Melih_Aydrn,22,2.0,2,0,
deryagedik_7235,31,2.0,12,30,osmaniye
kbayrakk1404,99,28.0,33,17,ankara
hacerkrkrt,59,26.0,29,2,yurtdişi
gwor3z_i92k,28,4.0,8,12,balikesi̇r
ada_toprak5520,29,42.0,122,1272,yurtdişi
kutaynida,110,20.0,10,7,
nedayucebas_3135,35,14.0,4,0,yurtdişi
gamzekorku8114,42,7.0,14,20,i̇zmi̇r
Gulsah_Alver,42,13.0,17,5,balikesi̇r
Usluhavva,40,123.0,160,28,aksaray
goog_2b3ff468cbff,31,1.0,0,0,ankara
chefhan,33,34.0,67,1,
merdeplt,116,82.0,145,45,elaziğ
hcrgvnc,57,10.0,13,2,
tubaerdemir,70,18.0,205,212,kahramanmaraş
muzeyyenakdemir_5370,38,10.0,37,4,kahramanmaraş
ykbdy,59,1.0,2,0,
lezzet_ustasi,33,12.0,43,0,bursa
fatmayasinkaan,57,15.0,28,0,
Zeynep_Cevik17,94,19.0,22,8,si̇vas
HaticeElfida_Ermez,36,19.0,15,3,adana
merve_avci5187,36,7.0,5,3,
ilkbahardemirci_8189,40,1.0,0,5,adana
Fatma_Yanik9,107,60.0,40,25,karaman
fundakarakus_5660,41,9.0,17,25,
Guldeste_Ceylan,117,4.0,0,6,
Seda_Dync,99,5.0,9,10,ankara
tkcn,60,44.0,49,23,
Selma_Tavsan2,108,31.0,41,9,tunceli̇
ceren-durgun-2489,43,3.0,19,1,samsun
Gulayfuat_Durmus,118,46.0,27,11,
Eslmnur,107,22.0,25,24,si̇vas
cokoprenses3536,79,69.0,92,0,
peri-yemekleri,49,15.0,62,43,yurtdişi
nurandurmaz07,53,105.0,199,55,yurtdişi
handex,108,3.0,6,6,
eceguness,86,4.0,2,0,şanliurfa
fatma-baltaci-0967,52,53.0,688,576,kahramanmaraş
baskangulcan,62,21.0,22,0,i̇stanbul
Sedef_Aktas,75,13.0,9,2,
mervedinckurt,107,80.0,175,9,burdur
sevdabayrak,104,3.0,2,2,ordu
tuana-kosenli-7723,50,5.0,12,12,
gutbetci06,125,51.0,117,35,yurtdişi
zumruttas,121,28.0,28,10,bursa
rumeysapeker9944,70,35.0,110,196,mani̇sa
ayismelek,100,1.0,3,0,konya
damla9597,122,2.0,1,1,
merve-uzunoglu,49,5.0,23,15,
SemraMustafa_SevimYaylaci,87,20.0,21,20,i̇stanbul
sultan-in-saglikli-mutfagi-7407,51,6.0,15,51,ankara
naciyeguldiken,112,84.0,111,26,ankara
Eli_Tarif,53,147.0,225,14,bursa
melikecaner,124,14.0,34,19,teki̇rdağ
goog_c38ab6e11937,50,1.0,1,0,konya
Yasemin_Akan6,55,13.0,12,5,
yasemin-kays-2929,50,6.0,8,9,
Zeynep_CakmakAltikulac,118,33.0,37,4,
xezal213,115,3.0,3,4,
AysinAcar,117,12.0,7,8,mardi̇n
Busra_Aslan64,54,1.0,1,1,i̇stanbul
Pinar_Umit5,89,3.0,3,0,
nazan032,114,141.0,274,38,edi̇rne
Huseyin_Kestek,96,68.0,1567,0,aksaray
hulyaasafmurat,122,7.0,45,69,si̇vas
buseyurdusev80,76,52.0,21,26,osmani̇ye
suhedabicak8468,54,9.0,30,42,bi̇ngöl
avcididem,61,15.0,17,25,ankara
sudeyunluoglu,75,3.0,2,2,i̇zmi̇r
Merve_Portakal2,82,6.0,46,47,
sehervezir,67,5.0,24,74,adana
Asli_Gull,97,2.0,1,1,deni̇zli̇
Emine_Ozturk26,119,23.0,25,19,konya
klcfatma,53,8.0,12,2,
Cigdem_Bulut13,103,47.0,65,92,
ebraraydinaydogdu,53,7.0,5,3,i̇stanbul
sevinc_yurttas,125,11.0,12,5,
Ayca_Muhsin,117,12.0,14,3,uşak
nilyaylin,72,13.0,9,2,uşak
mervecon,100,16.0,5,5,i̇zmi̇r
Senem_OrgunEsirgemez,100,36.0,16,3,mersi̇n
elifdikmeneskici,53,23.0,31,18,
hasretiyem5512,54,40.0,82,0,i̇stanbul
23nermincetin,84,39.0,178,161,elaziğ
Tugba_Gunes23,66,8.0,3,0,ankara
Esra_Ozturk19,125,2.0,8,6,
selenac,61,13.0,118,151,
bhrrrrrrr,80,5.0,31,34,i̇zmi̇r
hlaldemr,104,5.0,10,6,
kubrakarabulut3188,84,90.0,32,5,i̇stanbul
MihribanAksap_Bozdogan,69,8.0,14,14,
nerminparlakk,78,28.0,59,12,yurtdişi
Merve_Apaydin8,54,71.0,55,11,şanliurfa
ozlmaltnr,58,4.0,2,0,
sumeyraranaf,54,60.0,150,23,
erkankaya8276,57,6.0,3,3,malatya
mihribanhumeyra,76,9.0,4,4,kocaeli̇
nergizkilic53,62,10.0,6,2,
melisayguc,60,11.0,58,79,ankara
haticeiqra3,56,80.0,85,3,ankara
enlezzetliyemekler,57,14.0,23,13,i̇stanbul
YaseminIbrahim_Yilmaz,141,4.0,10,3,
melosel,70,5.0,13,10,kayseri̇
damlaelvinn,55,6.0,7,1,eski̇şehi̇r
hicranalkan,90,27.0,250,315,kirklareli̇
evdekimagrifetler,55,1.0,1,0,
Oznur_Gurel,119,72.0,32,8,
Gulsen_Atik4,71,11.0,4,0,afyon
zeynepzehraebru,62,12.0,21,7,hatay
merveyildirim0816,104,102.0,72,38,yurtdişi
vedia-snl,121,21.0,10,0,
Duygu_Gunenc,100,8.0,3,3,bartin
Hasene_Kukrek,77,35.0,123,64,bursa
Humeyra_Avci5,93,33.0,35,6,di̇yarbakir
stera,82,11.0,6,1,batman
Elif_Yurtcu,90,17.0,15,4,
Deniz_Miralay,98,24.0,251,3,eski̇şehi̇r
selcan-hatun,87,49.0,27,1,kayseri̇
Ozlem_Kol2,123,51.0,67,18,i̇stanbul
eliflutfiye,81,6.0,3,5,
Ilkay_Egeli,104,18.0,48,98,i̇stanbul
Hale_Ertan,96,4.0,6,11,i̇stanbul
yavuz7,96,34.0,281,1,trabzon
Asli_Dayan,114,30.0,38,22,bursa
iremyasa,60,22.0,23,42,eski̇şehi̇r
Snn_Cell,60,7.0,3,3,bursa
ozgurbugra,59,2.0,0,0,i̇stanbul
Zehra_Kus5,61,17.0,38,37,i̇stanbul
ceylinlelezzetler,59,6.0,15,19,kayseri̇
cansuicer,126,7.0,9,8,samsun
Unzile_Dugan,104,3.0,43,39,antalya
Deniz_Kayikci3,75,11.0,28,22,zonguldak
masalikablog,124,75.0,75,52,iğdir
SebnemSabahattin_Erdogan,100,10.0,7,19,van
furkanbudak,80,6.0,3,0,bursa
Pinar_Aksar,61,1.0,0,3,
kaplang2304,73,29.0,36,1,bursa
zehrabalikci5991,85,5.0,72,135,i̇stanbul
ozzmutfak2727,61,23.0,9,0,i̇stanbul
sedaaykutcelik,106,52.0,47,17,gazi̇antep
Oyku_Oktem,130,39.0,79,2,bursa
aliser7026,60,1.0,0,0,
Busra_Aydin46,107,107.0,222,182,balikesi̇r
1gamze,89,15.0,31,15,çorum
Didem_Gokyuzum,136,21.0,26,15,i̇stanbul
nisayudum21,84,32.0,37,45,i̇stanbul
